hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link,sentiment,prob
"El director de Recursos Humanos de una empresa, se pone en contacto telefónico con el prospector laboral de la FSG para comunicarle una oferta de trabajo de “mozo de almacén”, informándole que no requiere ni experiencia previa, ni carnet de conducir, siendo el único requisitito imprescindible, que “no sea gitano ni moro”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Murcia,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/alcantarilla-murcia-noviembre-discriminaci%C3%B3n-en-el-empleo,,
"Dos trabajadores gitanos de la FSG acuden a desayunar a una cafetería, donde coinciden con otros trabajadores de la Fundación no gitanos. La atención del encargado es aparentemente normal, pero cuando abandonan el establecimiento, los trabajadores comprueban que les han cobrado una cantidad muy superior a la de sus compañeros, a pesar de que sus consumiciones eran considerablemente más baratas.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Albacete,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/hell%C3%ADn-albacete-octubre-discriminaci%C3%B3n-en-los-bienes-y-servicios-0,,
"El prospector de empleo de la FSG acompaña a un usuario del programa Acceder a presentar su currículo en una empresa que publica a través del INAEM una oferta de empleo de cristalero. La responsable de la empresa les comenta que es muy urgente y que, sobre todo, necesitan una persona seria que quiera permanecer tiempo en la empresa. La FSG recomienda a este usuario, pero al cabo de unos días, la empresa comienza a poner excusas y exige requisitos que no estaban previamente publicados en la oferta del INAEM.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Huesca,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/huesca-octubre-discriminaci%C3%B3n-en-el-empleo-0,,
"Un chico gitano procedente de Hungría acude a un centro de información y asesoramiento para trabajadores migrantes. Cuando solicita información para obtener el permiso de trabajo, la persona que lo atiende, de manera muy agresiva, le dice que “debería haber resuelto ya su situación, al igual que lo hacen muchas personas extranjeras que quieren trabajar” y concluye con la frase: “si ya estás siendo asistido por un servicio para la comunidad gitana vuélvete con los de tu raza o márchate a tu país”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Sevilla,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/sevilla-octubre-discriminaci%C3%B3n-en-el-empleo,,
La encargada de una empresa de limpieza se aprovecha de la condición de analfabeta de una trabajadora gitana para hacerle firmar una baja voluntaria haciéndole creer que el documento es el finiquito de fin de contrato. La FSG se pone en contacto con la empresa y consiguen solucionar el conflicto a través de la mediación.,,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Alicante,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/alicante-octubre-discriminaci%C3%B3n-en-el-empleo,,
"Un chico gitano es acusado de ser el autor de un robo en un puesto del mercadillo. Para detenerle acuden seis policías locales, que le propinan una brutal paliza, provocándole lesiones de gravedad y dejándolo inconsciente, tal y como consta en el parte médico. Existen numerosos indicios que apuntan a que el origen étnico condicionó a los agentes de la policía para actuar fuera de la legalidad y excederse de sus funciones en el proceso de detención.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Granada,Servicios policiales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/granada-octubre-discriminaci%C3%B3n-en-la-polic%C3%ADa,,
"Un grupo de amigos gitanos piden su consumición en una cafetería. A pesar de que el camarero les indica que tiene mucha gente y que no va a poderles servir pronto, los jóvenes deciden quedarse en el establecimiento, asegurando que no tienen prisa. Sin embargo, tras comprobar que, después de haber servido a todos los clientes, el camarero sigue sin traerles sus consumiciones, deciden abandonar el lugar.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Albacete,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/hell%C3%ADn-albacete-octubre-discriminaci%C3%B3n-en-los-bienes-y-servicios,,
"El Instituto de vivienda de Galicia realiza un sorteo de 12 inmuebles para alquiler o compra, siendo los únicos requisitos exigidos para participar en él, ser menor de 40 años y tener cargas familiares. La FSG presta apoyo a varias familias para presentar una solicitud, pero a pesar de haber sido preseleccionadas, el Instituto rechaza a dos de ellas por no disponer de nómina que justifique sus ingresos económicos, un requisito que no se exigía en la convocatoria.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Pontevedra,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/vigo-pontevedra-octubre-discriminaci%C3%B3n-en-la-vivienda,,
"Tras ser publicada una oferta de empleo de repartidor en una empresa, se deriva a un usuario del programa de empleo Acceder de la FSG para que entregue personalmente su curriculum. Al decirle la empresa que el puesto ya está cubierto, un trabajador de la FSG llama por teléfono simulando interesarse por el mismo, tras lo cual le piden que se pase por la oficina, porque la plaza sigue vacante.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Huesca,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/huesca-octubre-discriminaci%C3%B3n-en-el-empleo,,
"Con el titular “Gran despliegue policial por una disputa entre dos familias gitanas” aparece publicada una noticia en un periódico local, en la que además de hacer referencia al origen étnico de los implicados, la única información que se proporciona es el elevado número de efectivos de los cuerpos y fuerzas de seguridad del Estado que tuvieron que permanecer en alerta durante toda la noche.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Badajoz,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/badajoz-agosto-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n,,
"En la sección de sucesos de un periódico local aparece publicada una noticia sobre la detención de los presuntos autores de un robo. En el titular de la misma, se hace referencia a “un clan dedicado a robos en pequeña escala” informando de los nombres, edad y procedencia de las tres personas implicadas, afirmando que “todos ellos son de etnia gitana”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/vigo-pontevedra-septiembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n,,
"En una vía pública de mucho tránsito situada en un barrio donde la mayoría de las familias residentes son gitanas, aparecen unas pintadas con el lema “Welcome to Zaidín-Peligro gitanos”. Un mediador de la FSG mantiene una reunión con el Subdelegado del Gobierno, tras la cual se borra la inscripción.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Granada,Otros,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/granada-septiembre-actos-racistas,,
"Con el titular “La boda inculta de Farruquito”, un periodista independiente escribe un artículo en su webLog, en el que se incluyen comentarios discriminatorios contra toda la comunidad gitana como “su boda gitana, producto de una cultura, como la del Islam, inculta y estúpida, denigratoria de la mujer…” o “esta cultura gitana si quitas los trajes típicos, los bailes, y puede que alguna comida típica, es una afrenta a los hombres, al raciocinio, a los derechos humanos…”",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/madrid-septiembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n-1,,
"Un chico gitano que llevaba dos semanas trabajando como ayudante de cocina, es despedido antes de superar el periodo de prueba cuando su jefe conoce, por un amigo común, su origen étnico. Cuando el trabajador acude a recoger el finiquito y le pide explicaciones, el jefe le dice que le tenía que haber comentado que era gitano. El trabajador rechaza emprender cualquier tipo de medida legal.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Ciudad Real,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/ciudad-real-septiembre-discriminaci%C3%B3n-en-el-empleo,,
Un periódico de ámbito nacional publica en la sección de Sevilla una noticia en la que se especifica la pertenencia étnica de dos familias implicadas en hechos delictivos con el titular: “Tres heridos en una pelea entre dos familias gitanas en un hospital”. Dicho periódico publica noticias similares de manera frecuente.,,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Sevilla,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/sevilla-septiembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n,,
"Durante el año 2005, la Policía Nacional de Huesca para por la calle en tres ocasiones a dos hermanos para solicitarles la documentación personal y proceder a su registro, sin que exista motivación aparente. Una de las veces, los hermanos solicitan a los agentes que se identifiquen y, ante la negativa de éstos, el padre de los chicos acude a quejarse a la Comisaría, donde le informan de que los agentes han actuado de pleno derecho, ya que al parecer, tan sólo se trataba de inspecciones rutinarias.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Huesca,Servicios policiales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/huesca-septiembre-discriminaci%C3%B3n-en-la-polic%C3%ADa,,
"Cuando dos mujeres gitanas entran en una cafetería, el encargado les informa de que no las puede servir porque va a cerrar, a pesar de que el local se encuentra lleno de gente, por ser un día de feria en el que los establecimientos suelen cerrar a altas horas de la madrugada.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Albacete,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/hell%C3%ADn-albacete-septiembre-discriminaci%C3%B3n-en-los-bienes-y-servicios,,
"Aparece publicada en un periódico una noticia cuyo titular dice “Dos heridos graves por apuñalamiento en una pelea entre gitanos y payos en el distrito de Carabanchel”. Además de la mención étnica, en la noticia se comenta que, cuando la policía tiene conocimiento de los hechos, acude al hospital donde uno de los gitanos implicados se encuentra ingresado, y traslada a sus familiares a Comisaría, sin que se siga el mismo procedimiento con el resto de implicados no gitanos.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/madrid-septiembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n-0,,
"Un usuario del programa de empleo de la FSG se interesa por un puesto de reponedor de bebidas y es citado por el gerente de la empresa para realizar una entrevista de trabajo. Cuando éste se cerciora de que el chico es gitano, le dice que no lo puede contratar porque buscan a chicas. Al día siguiente dos trabajadores de la FSG solicitan información telefónica sobre la vacante preguntando expresamente si el sexo es un requisito indispensable, pero el gerente afirma que es totalmente indiferente.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Huesca,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/huesca-septiembre-discriminaci%C3%B3n-en-el-empleo,,
"En el artículo editorial ”La España negra y obtusa”, publicado en la página web de la periodista Karmele Marchante, se afirma, en relación a los gitanos, que “sería preferible que se busquen un país que los considere como especímenes aparte y los meta en un ghetto” o que “cuando apelan a sus tradiciones y a sus leyes, hay que dejar alto y claro que no existen”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/madrid-septiembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n,,
"Una empresa se pone en contacto con la FSG para solicitar candidatos para cubrir una oferta de limpiacristales. Un usuario de la FSG que cumple con el perfil solicitado mantiene una entrevista con la encargada de la empresa, tras la cual solicita a la FSG que “le mande otro que no sea gitano” porque no quieren trabajar con ellos. Cuando se le informa de que el candidato enviado es quien mejor se adapta al perfil, la empresa reconsidera su postura y ofrece finalmente el puesto al trabajador. Sin embargo, este lo rechaza porque le han juzgado sin conocer su trabajo, y no quiere ser víctima de nuevas actitudes racistas si ocurre algún problema en la empresa.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Almería,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/almer%C3%ADa-septiembre-discriminaci%C3%B3n-en-el-empleo,,
"La FSG pacta una formación de 250 horas con el gerente de una chapistería para 7 beneficiarios gitanos. El día de la presentación del curso, cuando conoce a los alumnos, el gerente se muestra desconfiado, y deja entrever que pueden causarle algún tipo de problema social y personal con el resto de trabajadores. Finalmente, aun a pesar de los esfuerzos de la FSG, decide no llevar a cabo el módulo formativo.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Asturias,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/avil%C3%A9s-asturias-septiembre-discriminaci%C3%B3n-en-el-empleo,,
"Mientras hace su recorrido habitual recogiendo chatarra por los pueblos, un hombre gitano se cruza con un coche de la Guardia Civil, cuyos agentes deciden pararle sin justificación, registrándole, además, la furgoneta. En el transcurso del registro, los guardias le requisan dos cepos en muy mal estado y, aunque el usuario les aclara que los acaba de encontrar entre la chatarra, y que no los usa para cazar, acaban denunciándole. El afectado formula alegaciones contra la denuncia, sin que en la actualidad haya concluido el proceso judicial.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Cáceres,Servicios policiales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/c%C3%A1ceres-agosto-discriminaci%C3%B3n-en-la-polic%C3%ADa,,
"En la sección de sucesos de un periódico de ámbito local aparece publicada una noticia relativa a la detención de tres personas por presunta estafa. Ya en el titular de la noticia se hace referencia a la pertenencia étnica de las mismas, sin que ello aporte ninguna información relevante a la noticia.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/vigo-pontevedra-agosto-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n,,
"Tras haber mantenido una entrevista con el propietario, una usuaria de la FSG firma la reserva para alquilar un piso. Sin embargo, transcurridos unos días, dicho propietario contacta con la Fundación para anular la reserva, alegando que el presidente de la comunidad le ha sugerido que podría tener problemas, dada la pertenencia étnica de la futura arrendataria. Al no conseguir hacerle cambiar de opinión, la FSG le comunica por escrito que ese tipo de conductas discriminatorias se encuentran prohibidas por nuestro ordenamiento jurídico, así como de sus consecuencias legales, aunque la interesada no quiera desarrollar otro tipo de medidas.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Pontevedra,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/vigo-pontevedra-agosto-discriminaci%C3%B3n-en-la-vivienda,,
"Como consecuencia del fallecimiento de una persona gitana que resultó gravemente herida en un tiroteo ocurrido en un barrio de la localidad, aparece publicada una noticia en la que se hace constante hincapié en la cantidad de unidades de policía y guardia civil que tuvieron que acudir al hospital para “evitar posibles incidentes”, ante la posibilidad de “venganza” por parte de la familia afectada.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Lugo,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/lugo-agosto-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n-0,,
"Tras el cambio de coordinador del departamento de vivienda del Ayuntamiento de Marbella, se constatan irregularidades en el procedimiento y seguimiento del expediente de vivienda de una familia gitana, a la que intentan expulsar de la vivienda municipal que les habían adjudicado. Los trabajadores de la FSG averiguan que dichas actuaciones podrían estar originadas por la pertenencia étnica de la familia, ya que en la hoja de solicitud de vivienda municipal, en el apartado de observaciones, aparece la palabra GITANOS tachada, aunque todavía visible.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Málaga,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/m%C3%A1laga-marbella-agosto-discriminaci%C3%B3n-en-la-vivienda,,
Aparece publicada una noticia en un periódico local en la que un sindicato critica una “acampada xitana” con comentarios despectivos y discriminatorios referidos a toda la comunidad.,,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Lugo,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/lugo-agosto-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n,,
"Mensajes como “¿Alguien me puede explicar por qué los gitanos huelen tan mal?” “Lo mejor sería matar a todos los gitanos y después quemar las chabolas de todo el poblao, con todo esto iré a la cárcel pero le estaré haciendo un favor a la humanidad”, y otros de marcado carácter racista y violento, aparecen en uno foro de Internet de la FSG, que los retira advirtiendo de las consecuencias legales de incitar al racismo y la discriminación.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Madrid,Redes sociales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/madrid-agosto-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n-internet,,
"Mientras se está efectuando, con total normalidad, el desalojo de 5 viviendas de un poblado con numerosa población gitana, aparecen 14 furgonetas de la policía nacional, provocando tensión e indignación entre las familias gitanas por las excesivas medidas de control y seguridad. Finalmente los hechos se saldan con dos detenciones y cuatro heridos y, gracias a las labores de mediación de la FSG con el Alcalde, se soluciona el conflicto de manera pacífica y se pospone la demolición hasta nueva orden.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,León,Servicios policiales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/le%C3%B3n-julio-discriminaci%C3%B3n-en-la-polic%C3%ADa,,
"Tras un tiroteo ocurrido en Lugo, un hombre gitano ajeno a los hechos resulta fortuitamente herido de gravedad, y permanece ingresado en la UCI durante un mes y medio, donde finalmente fallece. Aunque la atención prestada al paciente por el equipo médico es, en todo momento, adecuada, se producen una serie de prácticas discriminatorias en la relación de los facultativos con sus familiares, principalmente en la manera en que se les transmite la evolución y el estado médico del herido, siempre a través del personal de seguridad privada, y entre enormes e innecesarios controles policiales.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Lugo,Salud,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/lugo-julio-discriminaci%C3%B3n-en-los-servicios-sanitarios,,
"Un usuario se interesa por una oferta de trabajo publicada en el INEM para el puesto de peón de albañil. Cuando se pone en contacto con el empresario, éste le pregunta directamente si es gitano y tras su respuesta afirmativa, confiesa que “no quiere gitanos, que no le interesan”. Un amigo del usuario con el mismo perfil, pero que no es gitano, consigue en esa misma conversación telefónica una entrevista de trabajo, por lo que la FSG informa al INEM de la existencia de discriminación étnica en el proceso de selección.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Albacete,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/albacete-julio-discriminaci%C3%B3n-en-el-empleo,,
"Una joven gitana que trabaja en un supermercado es despedida por haber mantenido una actitud supuestamente racista con una compañera de trabajo inmigrante. La trabajadora niega los hechos y, por el contrario, asegura haber sido la víctima de numerosas conductas discriminatorias por ser gitana, que fueron debidamente comunicadas a sus superiores, y por las que tuvo que seguir un tratamiento médico por depresión. La FSG colabora con el abogado de oficio de la trabajadora para impugnar el despido, y el conflicto se resuelve mediante acto de conciliación, por el que se reconoce el derecho de la víctima a percibir una indemnización por despido improcedente.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Zaragoza,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/zaragoza-julio-discriminaci%C3%B3n-en-el-empleo,,
"Un usuario de la FSG solicita en la Dirección General de Tráfico los documentos de baja de varios vehículos vendidos años atrás, para lo que, según le informan, necesita como requisito imprescindible presentar la documentación acreditativa de su propiedad. Otro trabajador de la FSG llama por teléfono exponiendo la misma situación, pero la DGT responde que sólo necesita rellenar, al contrario de lo exigido al usuario gitano, una hoja de solicitud. La FSG escribe una carta de reclamación y mantiene una reunión con el director de la entidad, que pide disculpas por lo sucedido.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Asturias,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/gij%C3%B3n-asturias-julio-discriminaci%C3%B3n-en-los-bienes-y-servicios,,
"Tras publicarse una oferta de empleo para peón de construcción en un periódico local, el prospector de la FSG se cita con el encargado de la obra para llevarle tres currículos. Cuando el encargado ve las fotos de los candidatos pregunta: “¿son españoles? Porque yo no contrato marroquíes”. El prospector le explica que son españoles y que el programa de empleo de la FSG trabaja prioritariamente con población gitana. Ante esta respuesta, el encargado deja de interesarse por los currículos, alegando que su experiencia con los gitanos es muy negativa, que todavía tiene uno en la obra y que le suele faltar material. A pesar de la insistencia del prospector, el encargado le dice que le presente “otro tipo de personas”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Valladolid,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/valladolid-julio-discriminaci%C3%B3n-en-el-empleo,,
"Un mando de la policía judicial realiza unas declaraciones en un periódico de ámbito nacional en relación a una operación contra las mafias de delincuencia internacional, manifestando que “en un buen número de casos fueron los clanes de etnia gitana los que nos avisaron dónde vivían los inmigrantes; nos pedían que nos lleváramos a esa gente de aquí cuanto antes”. La FSG escribe una carta dirigida al delegado y subdelegado de gobierno de Málaga manifestando su malestar y preocupación por los términos utilizados que, además, pueden crear un clima de tensión entre las comunidades gitana e inmigrante.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Málaga,Servicios policiales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/m%C3%A1laga-julio-discriminaci%C3%B3n-en-la-polic%C3%ADa,,
"Un periódico local publica una noticia en la que se informa de un tiroteo ocurrido en un “poblado gitano”. En la noticia se identifica a la comunidad gitana con la violencia, el crimen y la marginalidad, por lo que FSG escribe una carta al director del periódico manifestando su disconformidad con el tratamiento informativo.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Lugo,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/lugo-julio-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n,,
"Con el titular “Delincuentes al acecho del descuido ajeno” un periódico de ámbito nacional publica un artículo que trata sobre el aumento de la delincuencia callejera en la capital, especificando que estos delincuentes “se distribuyen en tres grupos: rumanos, marroquíes y gitanos” añadiendo que las relaciones entre los gitanos y rumanos no son nada buenas, ya que estos últimos “han ido comiéndole terreno, negocio y técnicas a los primeros”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/madrid-julio-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n,,
"Una usuaria de la FSG firma un contrato de arrendamiento a través de una agencia inmobiliaria, donde entrega la fianza requerida sin recibir en ese momento las llaves de la vivienda, a falta de la firma de la propietaria. Dos días después recibe una llamada de la agencia, que le comunica que la propietaria se ha puesto enferma y no quiere alquilar la vivienda. La FSG comprueba que el inmueble se ha alquilado a una persona no gitana, por lo que se pone en contacto con el director de la Inmobiliaria, que se compromete a no volver a tratar con esa propietaria para evitar que vuelvan a darse tratos discriminatorios.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Valencia,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/valencia-julio-discriminaci%C3%B3n-en-la-vivienda,,
"Aparece publicado en un periódico un artículo cuyo título dice “Gitano, famoso y tribunales, una combinación explosiva”. Se tratan los problemas con la justicia por los que atraviesa un famoso gitano, comparando este caso con otros tres más en los que otras personas gitanas conocidas tuvieron problemas con la justicia, con la intención de demostrar que es un fenómeno relativamente frecuente.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Sevilla,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/sevilla-julio-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n,,
"Con el titular “Identificadas cuatro mujeres de etnia gitana por robar embutidos en un supermercado” un periódico publica una noticia haciendo referencia, en repetidas ocasiones, a la pertenencia étnica de las personas que presuntamente estaban implicadas en el robo.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/pontevedra-julio-medios-de-comunicaci%C3%B3n,,
Un periódico local publica una noticia sobre la detención de cuatro personas por ser autoras de un delito de tráfico de drogas. En la descripción de los hechos se especifica que una de las acusadas está emparentada con una familia de etnia gitana.,,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Valladolid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/valladolid-julio-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n,,
Un periódico local publica una noticia relacionada con la detención de 16 personas por cometer presuntamente un delito de pederastia. En el relato de los hechos se especifica en varias ocasiones el origen étnico de los implicados.,,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Valencia,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/valencia-julio-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n,,
"Una pelea presuntamente motivada por la negativa del dueño de un bar a servir a varias personas gitanas, se salda con un hombre de esta etnia herido de gravedad y con la detención del dueño del establecimiento como presunto agresor. Ello provoca una peligrosa reacción anti-gitana en la localidad y la llamada a una manifestación de protesta en el mercadillo, así como el boicot a los vendedores gitanos. A pesar del fracaso de la convocatoria, continúan difundiéndose en diversos foros de Internet numerosos mensajes de marcado carácter racista, que incitan al odio y a la violencia contra la comunidad gitana. La FSG pone en conocimiento de la Fiscalía de Castilla y León el contenido de los mensajes pero, tras abrir diligencias previas, el caso es archivado provisionalmente ante la imposibilidad de identificar a los autores de los mensajes.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Burgos,Redes sociales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/aranda-de-duero-burgos-julio-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n-internet,,
"Un chico gitano es informado, a través de un amigo suyo que trabaja en una Inmobiliaria, sobre la venta de un piso de protección oficial a la que podía acceder por cumplir con los requisitos exigidos. Una vez realizados los trámites oportunos para la compra del mismo, el amigo recibe información de que su solicitud ya ha sido rechazada “porque era gitano”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Murcia,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/alcantarilla-murcia-julio-discriminaci%C3%B3n-en-la-vivienda,,
"Un grupo de chicos gitanos denuncian que en una discoteca de la ciudad les han denegado el acceso en varias ocasiones porque ”cada vez que vienen gitanos tienen líos”. El siguiente fin de semana, la coordinadora de la FSG en la localidad les acompaña al mismo establecimiento, y cuando comprueba que, de nuevo, les han impedido la entrada, habla con el portero y solicita una reunión con el encargado. Aunque éste accede inicialmente, al final no acude a la cita, aunque la FSG constata que las prácticas discriminatorias son menos frecuentes.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Ciudad Real,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/ciudad-real-junio-discriminaci%C3%B3n-en-los-bienes-y-servicios,,
"El Ayuntamiento de Vera vende unos terrenos a una promotora para la construcción de viviendas y zonas verdes. En el transcurso de las obras, se levanta un muro, supuestamente de contención, que incomunica parcialmente a las familias que viven en un barrio con un alto porcentaje de población gitana, con el nuevo desarrollo urbanístico del pueblo. Varias familias usuarias de la FSG se quejan de la situación, por lo que la entidad se dirige en varias ocasiones al Alcalde pidiendo explicaciones, sin recibir respuesta favorable alguna.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Almería,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/vera-almer%C3%ADa-junio-discriminaci%C3%B3n-en-los-bienes-y-servicios,,
